date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:35:19	41480/41480	URF---	200	added ('OK%20(cached)')	image/png		http://cdn1.aptoide.com/includes/themes/default/images/aptoide-02.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/aptoide-02.png	(from http://apps.store.aptoide.com/app/market/br.com.calculoimc.app/15/3480360/C%C3%A1lculo%20IMC)
03:35:19	1358/1358	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202013%2020:07:07%20GMT	http://cdn1.aptoide.com/includes/themes/default/images/fundo.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/fundo.png	(from http://apps.store.aptoide.com/app/market/br.com.calculoimc.app/15/3480360/C%C3%A1lculo%20IMC)
03:35:19	104093/104093	URF---	200	added ('OK%20(cached)')	image/png		http://cdn1.aptoide.com/includes/themes/default/images/mobile_page.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/mobile_page.png	(from http://apps.store.aptoide.com/app/market/br.com.calculoimc.app/15/3480360/C%C3%A1lculo%20IMC)
03:35:20	1097/1097	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202013%2019:28:19%20GMT	http://cdn1.aptoide.com/includes/themes/default/images/pesquisa.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/pesquisa.png	(from http://apps.store.aptoide.com/app/market/br.com.calculoimc.app/15/3480360/C%C3%A1lculo%20IMC)
03:35:20	2463/2463	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Sep%202013%2021:21:47%20GMT	http://cdn1.aptoide.com/includes/themes/default/images/pesquisa_submit.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/pesquisa_submit.png	(from http://apps.store.aptoide.com/app/market/br.com.calculoimc.app/15/3480360/C%C3%A1lculo%20IMC)
03:35:21	258/258	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Aug%202013%2022:33:09%20GMT	http://cdn1.aptoide.com/includes/themes/default/images/menu1.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/menu1.png	(from http://apps.store.aptoide.com/app/market/br.com.calculoimc.app/15/3480360/C%C3%A1lculo%20IMC)
03:35:21	123452/123452	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://cdn1.aptoide.com/imgs/9/7/d/97d974040018439e27cf9f6685c63b35.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/imgs/9/7/d/97d974040018439e27cf9f6685c63b35.png	(from )
03:35:21	250/250	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202013%2001:09:09%20GMT	http://cdn1.aptoide.com/includes/themes/default/images/menu3.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/menu3.png	(from http://apps.store.aptoide.com/app/market/br.com.calculoimc.app/15/3480360/C%C3%A1lculo%20IMC)
03:35:21	219/219	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Sep%202013%2000:50:00%20GMT	http://cdn1.aptoide.com/includes/themes/default/images/menu2.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/menu2.png	(from http://apps.store.aptoide.com/app/market/br.com.calculoimc.app/15/3480360/C%C3%A1lculo%20IMC)
03:35:21	402/402	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2008%20Sep%202013%2002:35:22%20GMT	http://apps.store.aptoide.com/images/app_qrcodes/apps/80ec3cd0332f1e01510753cf6b23f258.png	/home/brutus/websites/IMC%20Dummy/apps.store.aptoide.com/images/app_qrcodes/apps/80ec3cd0332f1e01510753cf6b23f258.png	(from http://apps.store.aptoide.com/app/market/br.com.calculoimc.app/15/3480360/C%C3%A1lculo%20IMC)
